Date,Ticker,Sector,Base100_Monthly
2022-11-30,XLE,Energy,138.27367120410415
2022-12-31,XLE,Energy,132.6911463142454
2023-01-31,XLE,Energy,136.42294114556194
2023-02-28,XLE,Energy,126.9569247057903
2023-03-31,XLE,Energy,125.65231209316936
2023-04-30,XLE,Energy,129.14138291575745
2023-05-31,XLE,Energy,116.18628407967995
2023-06-30,XLE,Energy,123.13410258434175
2023-07-31,XLE,Energy,132.70631945822038
2023-08-31,XLE,Energy,134.89077766818752
2023-09-30,XLE,Energy,137.12075531007957
2023-10-31,XLE,Energy,129.2324102058895
2023-11-30,XLE,Energy,128.3070451766184
2023-12-31,XLE,Energy,127.18446399682601
2024-01-31,XLE,Energy,126.53216926423329
2024-02-29,XLE,Energy,130.67354639313186
2024-03-31,XLE,Energy,143.21906293162735
2024-04-30,XLE,Energy,141.8689308870815
2024-05-31,XLE,Energy,141.38349444334239
2024-06-30,XLE,Energy,138.27367120410415
2024-07-31,XLE,Energy,141.39866758731733
2024-08-31,XLE,Energy,138.47087578090768
2024-09-30,XLE,Energy,133.1917559019595
2024-10-31,XLE,Energy,134.39016808047344
2024-11-30,XLE,Energy,144.91808469785536
2024-12-31,XLE,Energy,129.94539751438208
2025-01-31,XLE,Energy,132.94903189323105
2025-02-28,XLE,Energy,138.04612033935067
2025-03-31,XLE,Energy,141.76274202669222
2025-04-30,XLE,Energy,122.11772183865635
2025-05-31,XLE,Energy,123.68022003026296
2025-06-30,XLE,Energy,128.65594647201834
2025-07-31,XLE,Energy,132.2967255869206
2025-08-31,XLE,Energy,137.12075531007957
2025-09-30,XLE,Energy,135.52791083052304
2025-10-31,XLE,Energy,133.6923539159558
2025-11-30,XLE,Energy,137.21177102649386
2025-12-31,XLE,Energy,136.407768001587
2022-01-31,XLF,Financials,100.0
2022-02-28,XLF,Financials,98.61750922544363
2022-03-31,XLF,Financials,98.1054745200987
2022-04-30,XLF,Financials,88.35124707683939
2022-05-31,XLF,Financials,90.80901170924507
2022-06-30,XLF,Financials,80.51715222018596
2022-07-31,XLF,Financials,86.3031180217094
2022-08-31,XLF,Financials,84.61341033044593
2022-09-30,XLF,Financials,77.72657333061832
2022-10-31,XLF,Financials,86.99436340898758
2022-11-30,XLF,Financials,92.95954965869399
2022-12-31,XLF,Financials,87.55760256149196
2023-01-31,XLF,Financials,93.59959059881272
2023-02-28,XLF,Financials,91.44905264936381
2023-03-31,XLF,Financials,82.30926880576834
2023-04-30,XLF,Financials,84.920627247153
2023-05-31,XLF,Financials,81.31080161865822
2023-06-30,XLF,Financials,86.3031180217094
2023-07-31,XLF,Financials,90.45059034537853
2023-08-31,XLF,Financials,88.01843281967743
2023-09-30,XLF,Financials,84.920627247153
2023-10-31,XLF,Financials,82.84690085156814
2023-11-30,XLF,Financials,91.90988290754927
2023-12-31,XLF,Financials,96.26215348735685
2024-01-31,XLF,Financials,99.23194305885777
2024-02-29,XLF,Financials,103.27700648820799
2024-03-31,XLF,Financials,107.83409485665342
2024-04-30,XLF,Financials,103.32821093536744
2024-05-31,XLF,Financials,106.60521742357543
2024-06-30,XLF,Financials,105.24833375572362
2024-07-31,XLF,Financials,111.98156718032257
2024-08-31,XLF,Financials,117.10189470127239
2024-09-30,XLF,Financials,116.0266208434231
2024-10-31,XLF,Financials,118.99641041492399
2024-11-30,XLF,Financials,131.43880785343202
2024-12-31,XLF,Financials,123.73271923155241
2025-01-31,XLF,Financials,131.77163187684368
2025-02-28,XLF,Financials,133.58934580288096
2025-03-31,XLF,Financials,127.52176042510533
2025-04-30,XLF,Financials,124.83358066360691
2025-05-31,XLF,Financials,130.46594288990164
2025-06-30,XLF,Financials,134.07577340152127
2025-07-31,XLF,Financials,134.07577340152127
2025-08-31,XLF,Financials,138.22324572519042
2025-09-30,XLF,Financials,137.91601904223364
2025-10-31,XLF,Financials,134.07577340152127
2025-11-30,XLF,Financials,136.533538033927
2025-12-31,XLF,Financials,141.2698370843057
2022-01-31,XLI,Industrials,100.0
2022-02-28,XLI,Industrials,99.15624529268847
2022-03-31,XLI,Industrials,102.2235512613304
2022-04-30,XLI,Industrials,94.44113699337778
2022-05-31,XLI,Industrials,94.0043666432322
2022-06-30,XLI,Industrials,86.69842980937949
2022-07-31,XLI,Industrials,94.93746418277891
2022-08-31,XLI,Industrials,92.24737172502704
2022-09-30,XLI,Industrials,82.23148510476938
2022-10-31,XLI,Industrials,93.65693912532178
2022-11-30,XLI,Industrials,100.97280462350105
2022-12-31,XLI,Industrials,97.48858563336661
2023-01-31,XLI,Industrials,101.10184696633864
2023-02-28,XLI,Industrials,100.22831383939933
2023-03-31,XLI,Industrials,100.4367703501456
2023-04-30,XLI,Industrials,99.26543788022487
2023-05-31,XLI,Industrials,96.1385750723274
2023-06-30,XLI,Industrials,106.53166763012325
2023-07-31,XLI,Industrials,109.60889468973984
2023-08-31,XLI,Industrials,107.4349867500422
2023-09-30,XLI,Industrials,100.63529819656529
2023-10-31,XLI,Industrials,97.63748530485734
2023-11-30,XLI,Industrials,106.26365428012147
2023-12-31,XLI,Industrials,113.1526705191298
2024-01-31,XLI,Industrials,112.06075221711771
2024-02-29,XLI,Industrials,120.1111798350721
2024-03-31,XLI,Industrials,125.03474464512901
2024-04-30,XLI,Industrials,120.62735677977443
2024-05-31,XLI,Industrials,122.60274444640427
2024-06-30,XLI,Industrials,120.97479187103673
2024-07-31,XLI,Industrials,126.92078947952365
2024-08-31,XLI,Industrials,130.49435130189326
2024-09-30,XLI,Industrials,134.44511148844916
2024-10-31,XLI,Industrials,132.8469373327094
2024-11-30,XLI,Industrials,142.93230945654912
2024-12-31,XLI,Industrials,130.79213549817092
2025-01-31,XLI,Industrials,137.3337393659726
2025-02-28,XLI,Industrials,135.32857327971502
2025-03-31,XLI,Industrials,130.10721670002854
2025-04-30,XLI,Industrials,130.2561087981674
2025-05-31,XLI,Industrials,141.77090565095497
2025-06-30,XLI,Industrials,146.43637820198478
2025-07-31,XLI,Industrials,150.89338666891646
2025-08-31,XLI,Industrials,150.89338666891646
2025-09-30,XLI,Industrials,153.09708060159375
2025-10-31,XLI,Industrials,153.92098555360408
2025-11-30,XLI,Industrials,152.5610539015902
2025-12-31,XLI,Industrials,155.27099611464328
2022-01-31,XLK,Technology,100.0
2022-02-28,XLK,Technology,95.12255736436052
2022-03-31,XLK,Technology,98.12310395628168
2022-04-30,XLK,Technology,87.3124634828174
2022-05-31,XLK,Technology,86.7135863985471
2022-06-30,XLK,Technology,78.4836709196329
2022-07-31,XLK,Technology,89.04118054811055
2022-08-31,XLK,Technology,83.5092878233225
2022-09-30,XLK,Technology,73.33456682354728
2022-10-31,XLK,Technology,78.94671962886767
2022-11-30,XLK,Technology,83.94147415520837
2022-12-31,XLK,Technology,76.82904334355234
2023-01-31,XLK,Technology,83.94147415520837
2023-02-28,XLK,Technology,84.28721568411697
2023-03-31,XLK,Technology,93.23331071725258
2023-04-30,XLK,Technology,93.12218354899629
2023-05-31,XLK,Technology,101.42618851712307
2023-06-30,XLK,Technology,107.34086516023848
2023-07-31,XLK,Technology,110.11298682432731
2023-08-31,XLK,Technology,108.45218394655194
2023-09-30,XLK,Technology,101.21009535118013
2023-10-31,XLK,Technology,101.25948834398852
2023-11-30,XLK,Technology,114.31746759685896
2023-12-31,XLK,Technology,118.83681810020023
2024-01-31,XLK,Technology,122.04728726674459
2024-02-29,XLK,Technology,127.7890931454057
2024-03-31,XLK,Technology,128.58554220090957
2024-04-30,XLK,Technology,121.1767628531533
2024-05-31,XLK,Technology,129.75242457135116
2024-06-30,XLK,Technology,139.67401001576468
2024-07-31,XLK,Technology,135.08674532490565
2024-08-31,XLK,Technology,136.03136393808458
2024-09-30,XLK,Technology,139.38383207098423
2024-10-31,XLK,Technology,137.2105969119158
2024-11-30,XLK,Technology,144.30449710811234
2024-12-31,XLK,Technology,143.55745046616698
2025-01-31,XLK,Technology,142.50169526398167
2025-02-28,XLK,Technology,139.2418331046289
2025-03-31,XLK,Technology,127.48039400591587
2025-04-30,XLK,Technology,129.635117391025
2025-05-31,XLK,Technology,142.56343886017967
2025-06-30,XLK,Technology,156.34376354821623
2025-07-31,XLK,Technology,162.21521778984305
2025-08-31,XLK,Technology,162.03618585481908
2025-09-30,XLK,Technology,174.01986986929464
2025-10-31,XLK,Technology,185.6393100016524
2025-11-30,XLK,Technology,176.71173616322616
2025-12-31,XLK,Technology,179.55177201483278
2022-01-31,XLP,Consumer Staples,100.0
2022-02-28,XLP,Consumer Staples,98.59154972011159
2022-03-31,XLP,Consumer Staples,99.89469286590865
2022-04-30,XLP,Consumer Staples,102.19823370029144
2022-05-31,XLP,Consumer Staples,98.0255364276719
2022-06-30,XLP,Consumer Staples,95.01118750213406
2022-07-31,XLP,Consumer Staples,98.05185818987421
2022-08-31,XLP,Consumer Staples,96.23535531868312
2022-09-30,XLP,Consumer Staples,87.83730720639836
2022-10-31,XLP,Consumer Staples,95.74831735549142
2022-11-30,XLP,Consumer Staples,101.60589864564942
2022-12-31,XLP,Consumer Staples,98.13084356176324
2023-01-31,XLP,Consumer Staples,97.06462640371015
2023-02-28,XLP,Consumer Staples,94.81373913637304
2023-03-31,XLP,Consumer Staples,98.34144778730489
2023-04-30,XLP,Consumer Staples,101.9349759077041
2023-05-31,XLP,Consumer Staples,95.65617612382175
2023-06-30,XLP,Consumer Staples,97.63063969614986
2023-07-31,XLP,Consumer Staples,99.71041040256931
2023-08-31,XLP,Consumer Staples,95.77464916033477
2023-09-30,XLP,Consumer Staples,90.57522239428614
2023-10-31,XLP,Consumer Staples,89.32473281553476
2023-11-30,XLP,Consumer Staples,93.01040216760364
2023-12-31,XLP,Consumer Staples,94.81373913637304
2024-01-31,XLP,Consumer Staples,95.98525338587643
2024-02-29,XLP,Consumer Staples,97.99920462282853
2024-03-31,XLP,Consumer Staples,100.51335972539401
2024-04-30,XLP,Consumer Staples,99.38133314051463
2024-05-31,XLP,Consumer Staples,101.8033369687694
2024-06-30,XLP,Consumer Staples,100.80294932282472
2024-07-31,XLP,Consumer Staples,102.47465739530044
2024-08-31,XLP,Consumer Staples,108.60866238046746
2024-09-30,XLP,Consumer Staples,109.25365100215517
2024-10-31,XLP,Consumer Staples,105.46268455863597
2024-11-30,XLP,Consumer Staples,109.54324059958584
2024-12-31,XLP,Consumer Staples,103.47505508388619
2025-01-31,XLP,Consumer Staples,103.96209304707789
2025-02-28,XLP,Consumer Staples,109.3589581362465
2025-03-31,XLP,Consumer Staples,107.50295755779038
2025-04-30,XLP,Consumer Staples,107.71357182597308
2025-05-31,XLP,Consumer Staples,109.0298808741918
2025-06-30,XLP,Consumer Staples,106.58154524109369
2025-07-31,XLP,Consumer Staples,105.01513426006825
2025-08-31,XLP,Consumer Staples,106.33144330828699
2025-09-30,XLP,Consumer Staples,103.15914372425318
2025-10-31,XLP,Consumer Staples,100.40805259130268
2025-11-30,XLP,Consumer Staples,104.47545277247193
2025-12-31,XLP,Consumer Staples,102.86955412682248
2022-01-31,XLRE,Real Estate,100.0
2022-02-28,XLRE,Real Estate,95.20489976669427
2022-03-31,XLRE,Real Estate,102.0701299938267
2022-04-30,XLRE,Real Estate,98.43683634118801
2022-05-31,XLRE,Real Estate,93.40938123821655
2022-06-30,XLRE,Real Estate,86.31178808333381
2022-07-31,XLRE,Real Estate,93.66286440572391
2022-08-31,XLRE,Real Estate,88.40303831691753
2022-09-30,XLRE,Real Estate,76.06674737107004
2022-10-31,XLRE,Real Estate,77.58766249228337
2022-11-30,XLRE,Real Estate,82.88973711868842
2022-12-31,XLRE,Real Estate,78.01013981018538
2023-01-31,XLRE,Real Estate,85.7414449128788
2023-02-28,XLRE,Real Estate,80.71398175182276
2023-03-31,XLRE,Real Estate,78.9607117609437
2023-04-30,XLRE,Real Estate,79.7422895613074
2023-05-31,XLRE,Real Estate,76.13012420651035
2023-06-30,XLRE,Real Estate,79.61554394851142
2023-07-31,XLRE,Real Estate,80.67173321422409
2023-08-31,XLRE,Real Estate,78.20025420033704
2023-09-30,XLRE,Real Estate,71.96873592101531
2023-10-31,XLRE,Real Estate,69.91972616694562
2023-11-30,XLRE,Real Estate,78.64385175799605
2023-12-31,XLRE,Real Estate,84.62188686981045
2024-01-31,XLRE,Real Estate,80.54499565951274
2024-02-29,XLRE,Real Estate,82.61512565333943
2024-03-31,XLRE,Real Estate,83.50232076865747
2024-04-30,XLRE,Real Estate,76.44697615137338
2024-05-31,XLRE,Real Estate,80.37600150911808
2024-06-30,XLRE,Real Estate,81.13645906972475
2024-07-31,XLRE,Real Estate,87.00886880850018
2024-08-31,XLRE,Real Estate,91.99408343195758
2024-09-30,XLRE,Real Estate,94.35994513089028
2024-10-31,XLRE,Real Estate,91.25475416919254
2024-11-30,XLRE,Real Estate,95.05703391414127
2024-12-31,XLRE,Real Estate,85.91043100518885
2025-01-31,XLRE,Real Estate,87.49471490375787
2025-02-28,XLRE,Real Estate,91.1491368542382
2025-03-31,XLRE,Real Estate,88.40303831691753
2025-04-30,XLRE,Real Estate,87.24123173625051
2025-05-31,XLRE,Real Estate,88.14955514941019
2025-06-30,XLRE,Real Estate,87.49471490375787
2025-07-31,XLRE,Real Estate,87.47359466400084
2025-08-31,XLRE,Real Estate,89.3747385655175
2025-09-30,XLRE,Real Estate,88.99450978521418
2025-10-31,XLRE,Real Estate,86.39628515853113
2025-11-30,XLRE,Real Estate,88.0228095366142
2025-12-31,XLRE,Real Estate,86.0160563782278
2022-01-31,XLU,Utilities,100.0
2022-02-28,XLU,Utilities,98.09386325657152
2022-03-31,XLU,Utilities,107.52346438190999
2022-04-30,XLU,Utilities,102.90253016062161
2022-05-31,XLU,Utilities,107.33574271632446
2022-06-30,XLU,Utilities,101.27075415656024
2022-07-31,XLU,Utilities,106.78699920323783
2022-08-31,XLU,Utilities,107.35017521717059
2022-09-30,XLU,Utilities,94.5992810631487
2022-10-31,XLU,Utilities,96.43321123364169
2022-11-30,XLU,Utilities,103.14801488112026
2022-12-31,XLU,Utilities,101.80505415162455
2023-01-31,XLU,Utilities,99.76894778034747
2023-02-28,XLU,Utilities,93.86281588447653
2023-03-31,XLU,Utilities,97.74729594426896
2023-04-30,XLU,Utilities,99.61011315080664
2023-05-31,XLU,Utilities,93.76173329267262
2023-06-30,XLU,Utilities,94.49819847134476
2023-07-31,XLU,Utilities,96.85198511887974
2023-08-31,XLU,Utilities,90.91696618696412
2023-09-30,XLU,Utilities,85.09747336487477
2023-10-31,XLU,Utilities,86.19494386528373
2023-11-30,XLU,Utilities,90.62815642098657
2023-12-31,XLU,Utilities,91.45126618202843
2024-01-31,XLU,Utilities,88.73646319558044
2024-02-29,XLU,Utilities,89.67508804927233
2024-03-31,XLU,Utilities,94.80144624675656
2024-04-30,XLU,Utilities,96.37544817872856
2024-05-31,XLU,Utilities,105.01083208765793
2024-06-30,XLU,Utilities,98.39711103198331
2024-07-31,XLU,Utilities,105.11191467946186
2024-08-31,XLU,Utilities,110.1660663040106
2024-09-30,XLU,Utilities,116.64981773183665
2024-10-31,XLU,Utilities,115.39350709329874
2024-11-30,XLU,Utilities,119.7545130760661
2024-12-31,XLU,Utilities,109.29964251466606
2025-01-31,XLU,Utilities,112.46208989663245
2025-02-28,XLU,Utilities,114.39711367610559
2025-03-31,XLU,Utilities,113.8628136810413
2025-04-30,XLU,Utilities,113.93502025397677
2025-05-31,XLU,Utilities,118.29602623674414
2025-06-30,XLU,Utilities,117.9205829055731
2025-07-31,XLU,Utilities,123.71118869161779
2025-08-31,XLU,Utilities,121.76173241129851
2025-09-30,XLU,Utilities,125.93501672848038
2025-10-31,XLU,Utilities,128.66425772436259
2025-11-30,XLU,Utilities,130.87364224320282
2025-12-31,XLU,Utilities,124.07219952194268
2022-01-31,XLV,Health Care,100.0
2022-02-28,XLV,Health Care,99.03224182350151
2022-03-31,XLV,Health Care,104.38924784969434
2022-04-30,XLV,Health Care,99.28369848966703
2022-05-31,XLV,Health Care,100.76202090418124
2022-06-30,XLV,Health Care,97.72156493810847
2022-07-31,XLV,Health Care,100.89156306259011
2022-08-31,XLV,Health Care,95.06972963350418
2022-09-30,XLV,Health Care,92.28835217049102
2022-10-31,XLV,Health Care,101.15827503006003
2022-11-30,XLV,Health Care,105.93614935498097
2022-12-31,XLV,Health Care,103.52054448402839
2023-01-31,XLV,Health Care,101.62310824671124
2023-02-28,XLV,Health Care,96.90619698942675
2023-03-31,XLV,Health Care,98.65123137141089
2023-04-30,XLV,Health Care,101.75265040512012
2023-05-31,XLV,Health Care,97.40913357679027
2023-06-30,XLV,Health Care,101.14303135627188
2023-07-31,XLV,Health Care,102.22509964490729
2023-08-31,XLV,Health Care,101.50880976209055
2023-09-30,XLV,Health Care,98.10257539019909
2023-10-31,XLV,Health Care,94.902084104383
2023-11-30,XLV,Health Care,100.06096306763645
2023-12-31,XLV,Health Care,103.92441463304314
2024-01-31,XLV,Health Care,106.97249824976811
2024-02-29,XLV,Health Care,110.35587292473544
2024-03-31,XLV,Health Care,112.57334491899051
2024-04-30,XLV,Health Care,106.9343948790558
2024-05-31,XLV,Health Care,109.50240160534139
2024-06-30,XLV,Health Care,111.0645467844162
2024-07-31,XLV,Health Care,114.02119161344461
2024-08-31,XLV,Health Care,119.78968381178818
2024-09-30,XLV,Health Care,117.36646291769964
2024-10-31,XLV,Health Care,111.918006476294
2024-11-30,XLV,Health Care,112.32950427596096
2024-12-31,XLV,Health Care,104.83122136942143
2025-01-31,XLV,Health Care,111.918006476294
2025-02-28,XLV,Health Care,113.48776767850475
2025-03-31,XLV,Health Care,111.26266803359748
2025-04-30,XLV,Health Care,107.04107734054054
2025-05-31,XLV,Health Care,101.07445226549945
2025-06-30,XLV,Health Care,102.71279255848262
2025-07-31,XLV,Health Care,99.39038095115176
2025-08-31,XLV,Health Care,104.72452728042046
2025-09-30,XLV,Health Care,106.05044783960167
2025-10-31,XLV,Health Care,109.92151542814432
2025-11-30,XLV,Health Care,120.13259089316651
2025-12-31,XLV,Health Care,118.63140878172815
2022-01-31,XLY,Consumer Discretionary,100.0
2022-02-28,XLY,Consumer Discretionary,95.93403384885409
2022-03-31,XLY,Consumer Discretionary,100.02703598409455
2022-04-30,XLY,Consumer Discretionary,88.06704924055451
2022-05-31,XLY,Consumer Discretionary,83.55771605088506
2022-06-30,XLY,Consumer Discretionary,74.3336025931444
2022-07-31,XLY,Consumer Discretionary,88.04001325645994
2022-08-31,XLY,Consumer Discretionary,84.08218279146824
2022-09-30,XLY,Consumer Discretionary,77.020816057708
2022-10-31,XLY,Consumer Discretionary,77.87510200370716
2022-11-30,XLY,Consumer Discretionary,79.03217117102773
2022-12-31,XLY,Consumer Discretionary,69.83509369738162
2023-01-31,XLY,Consumer Discretionary,80.4001078139274
2023-02-28,XLY,Consumer Discretionary,78.69153592192913
2023-03-31,XLY,Consumer Discretionary,80.85428264590955
2023-04-30,XLY,Consumer Discretionary,79.94593298194529
2023-05-31,XLY,Consumer Discretionary,81.97350803567693
2023-06-30,XLY,Consumer Discretionary,91.81400397974306
2023-07-31,XLY,Consumer Discretionary,93.93890692617032
2023-08-31,XLY,Consumer Discretionary,92.30062694277306
2023-09-30,XLY,Consumer Discretionary,87.0397395965294
2023-10-31,XLY,Consumer Discretionary,82.23844747944518
2023-11-30,XLY,Consumer Discretionary,91.25709735833603
2023-12-31,XLY,Consumer Discretionary,96.68018410869901
2024-01-31,XLY,Consumer Discretionary,92.41416652565658
2024-02-29,XLY,Consumer Discretionary,99.70803282236122
2024-03-31,XLY,Consumer Discretionary,99.42687343818103
2024-04-30,XLY,Consumer Discretionary,94.95539227628879
2024-05-31,XLY,Consumer Discretionary,95.14463591472668
2024-06-30,XLY,Consumer Discretionary,98.62124731341768
2024-07-31,XLY,Consumer Discretionary,101.37334878985303
2024-08-31,XLY,Consumer Discretionary,101.17328910773249
2024-09-30,XLY,Consumer Discretionary,108.33738763091765
2024-10-31,XLY,Consumer Discretionary,106.45580029111741
2024-11-30,XLY,Consumer Discretionary,120.1946508352568
2024-12-31,XLY,Consumer Discretionary,121.30306018134158
2025-01-31,XLY,Consumer Discretionary,125.53122573660683
2025-02-28,XLY,Consumer Discretionary,116.76669925780159
2025-03-31,XLY,Consumer Discretionary,106.76399565939214
2025-04-30,XLY,Consumer Discretionary,106.65585172301391
2025-05-31,XLY,Consumer Discretionary,115.59881404679841
2025-06-30,XLY,Consumer Discretionary,117.5074373706932
2025-07-31,XLY,Consumer Discretionary,119.72424781263872
2025-08-31,XLY,Consumer Discretionary,125.29873442388644
2025-09-30,XLY,Consumer Discretionary,129.57015590365816
2025-10-31,XLY,Consumer Discretionary,129.7269514110482
2025-11-30,XLY,Consumer Discretionary,127.85077621820126
2025-12-31,XLY,Consumer Discretionary,130.15409850915978
